,d_game_date,c_prop_cd,c_game_report_desc,c_game_report_type,c_table_num,Drop,f_hands_played,i_minutes_played,f_theo_win,f_actual_win,i_open_hours,actul win over minutes played
2079,2020-10-10,ABC,BJ Shoe Hit 17,Blackjack,307,5698,1176,2184,968.6600000000001,-4000,21,-1.8315018315018314
2080,2020-10-01,ABC,BJ Shoe Hit 17,Blackjack,309,3104,850,576,527.6800000000001,-527,12,-0.9149305555555556
2081,2020-10-03,ABC,BJ Shoe Hit 17,Blackjack,309,3036,1176,4320,516.12,12053,24,2.790046296296296
2082,2020-10-09,ABC,BJ Shoe Hit 17,Blackjack,302,1976,1408,3795,335.92,-2544,23,-0.6703557312252965
2083,2020-10-13,ABC,BJ Shoe Hit 17,Blackjack,310,1272,490,510,216.24,-7150,15,-14.019607843137255
2084,2020-11-13,ABC,BJ Shoe Hit 17,Blackjack,304,1904,880,5880,323.68,14454,24,2.4581632653061223
2085,2020-10-18,ABC,BJ Shoe Hit 17,Blackjack,304,3097,1406,1920,526.49,10948,24,5.702083333333333
2086,2020-10-26,ABC,BJ Shoe Hit 17,Blackjack,206,2480,1197,1995,421.6,-9711,19,-4.867669172932331
2087,2020-11-12,ABC,BJ Shoe Hit 17,Blackjack,308,1302,1150,69,221.34,2786,1,40.3768115942029
2088,2020-11-02,ABC,BJ Shoe Hit 17,Blackjack,309,0,845,1720,1860.0,7956,10,4.625581395348838
2089,2020-11-08,ABC,BJ Shoe Hit 17,Blackjack,302,2109,1116,2001,358.53000000000003,15948,23,7.9700149925037485
2090,2020-11-20,ABC,BJ Shoe Hit 17,Blackjack,306,3723,940,1716,632.9100000000001,4505,22,2.625291375291375
2091,2020-11-20,ABC,BJ Shoe Hit 17,Blackjack,312,2660,1334,3240,452.20000000000005,-2970,24,-0.9166666666666666
2092,2020-10-15,ABC,BJ Shoe Hit 17,Blackjack,312,2985,693,1075,507.45000000000005,7152,5,6.653023255813953
2093,2020-11-03,ABC,BJ Shoe Hit 17,Blackjack,303,149,940,784,25.330000000000002,6580,14,8.392857142857142
2094,2020-10-26,ABC,BJ Shoe Hit 17,Blackjack,305,5922,495,2380,1006.7400000000001,980,14,0.4117647058823529
2095,2020-10-08,ABC,BJ Shoe Hit 17,Blackjack,305,5244,1022,2925,891.48,-266,13,-0.09094017094017094
2096,2020-10-11,ABC,BJ Shoe Hit 17,Blackjack,312,5819,1224,3240,989.23,-14940,24,-4.611111111111111
2097,2020-10-24,ABC,BJ Shoe Hit 17,Blackjack,311,2052,736,2660,348.84000000000003,-1776,19,-0.6676691729323309
2098,2020-10-15,ABC,BJ Shoe Hit 17,Blackjack,206,3564,920,2700,605.88,-5278,20,-1.9548148148148148
2099,2020-11-05,ABC,BJ Shoe Hit 17,Blackjack,305,4152,660,2816,705.84,12236,16,4.345170454545454
2100,2020-11-02,ABC,BJ Shoe Hit 17,Blackjack,308,2223,840,240,377.91,-4102,12,-17.091666666666665
2101,2020-10-07,ABC,BJ Shoe Hit 17,Blackjack,309,1960,1288,984,333.20000000000005,-690,8,-0.7012195121951219
2102,2020-11-05,ABC,BJ Shoe Hit 17,Blackjack,312,5922,1098,1960,1006.7400000000001,890,10,0.45408163265306123
2103,2020-11-03,ABC,BJ Shoe Hit 17,Blackjack,307,728,222,810,123.76,3105,18,3.8333333333333335
2104,2020-10-27,ABC,BJ Shoe Hit 17,Blackjack,308,3322,680,1334,564.74,5796,23,4.344827586206897
2105,2020-10-28,ABC,BJ Shoe Hit 17,Blackjack,305,2628,94,2436,446.76000000000005,9696,21,3.980295566502463
2106,2020-10-22,ABC,BJ Shoe Hit 17,Blackjack,308,798,850,1110,135.66,5872,10,5.29009009009009
2107,2020-10-08,ABC,BJ Shoe Hit 17,Blackjack,206,6402,318,405,1088.3400000000001,-7160,5,-17.679012345679013
2108,2020-10-28,ABC,BJ Shoe Hit 17,Blackjack,309,573,730,190,97.41000000000001,-748,1,-3.9368421052631577
2109,2020-11-09,ABC,BJ Shoe Hit 17,Blackjack,310,4035,1206,1344,685.95,44,14,0.03273809523809524
2110,2020-11-12,ABC,BJ Shoe Hit 17,Blackjack,305,1220,1045,420,207.4,9737,5,23.183333333333334
2111,2020-11-16,ABC,BJ Shoe Hit 17,Blackjack,312,1048,1242,1880,178.16000000000003,-1102,20,-0.5861702127659575
2112,2020-10-02,ABC,BJ Shoe Hit 17,Blackjack,303,3496,1200,6600,594.32,-1710,24,-0.2590909090909091
2113,2020-10-08,ABC,BJ Shoe Hit 17,Blackjack,309,3936,1239,2793,669.12,19340,19,6.924453992123165
2114,2020-11-10,ABC,BJ Shoe Hit 17,Blackjack,304,4767,384,760,810.3900000000001,8590,19,11.302631578947368
2115,2020-10-13,ABC,BJ Shoe Hit 17,Blackjack,312,1194,1311,646,202.98000000000002,3381,17,5.233746130030959
2116,2020-11-13,ABC,BJ Shoe Hit 17,Blackjack,308,4600,928,2244,782.0,21045,17,9.378342245989305
2117,2020-10-01,ABC,BJ Shoe Hit 17,Blackjack,312,197,1254,1152,33.49,7429,16,6.448784722222222
2118,2020-10-21,ABC,BJ Shoe Hit 17,Blackjack,308,5136,1656,1406,873.1200000000001,12104,19,8.60881934566145
2119,2020-10-03,ABC,BJ Shoe Hit 17,Blackjack,310,5016,1344,2415,852.72,-4655,21,-1.9275362318840579
2120,2020-11-18,ABC,BJ Shoe Hit 17,Blackjack,303,3816,355,6600,648.72,-7530,24,-1.1409090909090909
2121,2020-10-19,ABC,BJ Shoe Hit 17,Blackjack,310,2448,496,2448,416.16,4136,17,1.6895424836601307
2122,2020-11-11,ABC,BJ Shoe Hit 17,Blackjack,307,1920,184,348,326.40000000000003,4800,4,13.793103448275861
2123,2020-11-13,ABC,BJ Shoe Hit 17,Blackjack,312,4788,1752,600,813.96,-242,24,-0.4033333333333333
2124,2020-11-05,ABC,BJ Shoe Hit 17,Blackjack,306,0,592,4320,2448.0,-5920,24,-1.3703703703703705
2125,2020-11-16,ABC,BJ Shoe Hit 17,Blackjack,311,1884,549,2300,320.28000000000003,-459,10,-0.19956521739130434
2126,2020-11-05,ABC,BJ Shoe Hit 17,Blackjack,309,560,54,5000,95.2,-1491,20,-0.2982
2127,2020-10-15,ABC,BJ Shoe Hit 17,Blackjack,306,2442,192,480,415.14000000000004,4660,3,9.708333333333334
2128,2020-10-15,ABC,BJ Shoe Hit 17,Blackjack,303,0,174,1184,1952.0,4554,16,3.8462837837837838
2129,2020-10-19,ABC,BJ Shoe Hit 17,Blackjack,302,1315,585,2100,223.55,12054,20,5.74
2130,2020-10-08,ABC,BJ Shoe Hit 17,Blackjack,308,990,1420,1600,168.3,-12960,20,-8.1
2131,2020-11-08,ABC,BJ Shoe Hit 17,Blackjack,305,5540,1139,690,941.8000000000001,18354,23,26.6
2132,2020-11-19,ABC,BJ Shoe Hit 17,Blackjack,312,2385,329,2232,405.45000000000005,-1136,18,-0.5089605734767025
2133,2020-10-02,ABC,BJ Shoe Hit 17,Blackjack,304,3712,1100,4320,631.0400000000001,-11520,24,-2.6666666666666665
2134,2020-10-04,ABC,BJ Shoe Hit 17,Blackjack,307,4480,1224,494,761.6,-14674,19,-29.704453441295545
2135,2020-11-08,ABC,BJ Shoe Hit 17,Blackjack,312,3841,832,1634,652.97,17280,19,10.575275397796817
2136,2020-11-09,ABC,BJ Shoe Hit 17,Blackjack,201,5691,340,3675,967.47,1834,21,0.4990476190476191
2137,2020-10-15,ABC,BJ Shoe Hit 17,Blackjack,304,412,459,576,70.04,2592,6,4.5
2138,2020-10-01,ABC,BJ Shoe Hit 17,Blackjack,305,496,1296,1200,84.32000000000001,-16392,15,-13.66
2139,2020-10-05,ABC,BJ Shoe Hit 17,Blackjack,307,1560,1022,966,265.20000000000005,-6556,21,-6.786749482401656
2140,2020-10-09,ABC,BJ Shoe Hit 17,Blackjack,305,3969,1679,4608,674.73,-6489,24,-1.408203125
2141,2020-10-14,ABC,BJ Shoe Hit 17,Blackjack,302,552,1344,1620,93.84,1512,18,0.9333333333333333
2142,2020-11-14,ABC,BJ Shoe Hit 17,Blackjack,312,4086,1128,1786,694.62,-2880,19,-1.612541993281075
2143,2020-10-25,ABC,BJ Shoe Hit 17,Blackjack,305,5168,1210,1680,878.5600000000001,-3600,16,-2.142857142857143
2144,2020-10-28,ABC,BJ Shoe Hit 17,Blackjack,308,118,399,1760,20.060000000000002,22885,8,13.002840909090908
2145,2020-10-08,ABC,BJ Shoe Hit 17,Blackjack,307,268,792,660,45.56,7968,11,12.072727272727272
2146,2020-10-09,ABC,BJ Shoe Hit 17,Blackjack,309,5180,1587,3772,880.6,7488,23,1.9851537645811241
2147,2020-10-05,ABC,BJ Shoe Hit 17,Blackjack,206,1413,128,4465,240.21,-11080,19,-2.481522956326988
2148,2020-10-31,ABC,BJ Shoe Hit 17,Blackjack,307,6371,1533,5400,1083.0700000000002,2832,20,0.5244444444444445
2149,2020-10-07,ABC,BJ Shoe Hit 17,Blackjack,305,810,212,1710,137.70000000000002,-12167,15,-7.1152046783625735
2150,2020-10-31,ABC,BJ Shoe Hit 17,Blackjack,302,3120,1003,2904,530.4000000000001,-10854,22,-3.737603305785124
2151,2020-10-27,ABC,BJ Shoe Hit 17,Blackjack,312,2820,1794,3036,479.40000000000003,-938,23,-0.3089591567852437
2152,2020-10-27,ABC,BJ Shoe Hit 17,Blackjack,310,2520,63,817,428.40000000000003,11610,19,14.210526315789474
2153,2020-10-09,ABC,BJ Shoe Hit 17,Blackjack,303,6785,1344,5830,1153.45,10048,22,1.723499142367067
2154,2020-10-02,ABC,BJ Shoe Hit 17,Blackjack,302,2016,1037,848,342.72,-10352,16,-12.20754716981132
2155,2020-11-19,ABC,BJ Shoe Hit 17,Blackjack,311,3892,1288,3740,661.6400000000001,3912,17,1.0459893048128341
2156,2020-11-05,ABC,BJ Shoe Hit 17,Blackjack,307,4416,1127,518,750.72,-2198,14,-4.243243243243243
2157,2020-10-06,ABC,BJ Shoe Hit 17,Blackjack,306,2499,1628,540,424.83000000000004,-6480,18,-12.0
2158,2020-10-19,ABC,BJ Shoe Hit 17,Blackjack,206,1521,825,1134,258.57,13226,14,11.663139329805997
2159,2020-11-11,ABC,BJ Shoe Hit 17,Blackjack,306,1855,585,3840,315.35,-12460,24,-3.2447916666666665
2160,2020-11-12,ABC,BJ Shoe Hit 17,Blackjack,302,3610,568,217,613.7,105,7,0.4838709677419355
2161,2020-10-15,ABC,BJ Shoe Hit 17,Blackjack,311,210,649,1728,35.7,-11888,16,-6.87962962962963
2162,2020-11-03,ABC,BJ Shoe Hit 17,Blackjack,304,4920,1071,5520,836.4000000000001,-2750,24,-0.49818840579710144
2163,2020-11-09,ABC,BJ Shoe Hit 17,Blackjack,311,594,360,2208,100.98,6656,23,3.0144927536231885
2164,2020-11-13,ABC,BJ Shoe Hit 17,Blackjack,307,3604,848,1680,612.6800000000001,8588,21,5.1119047619047615
2165,2020-11-15,ABC,BJ Shoe Hit 17,Blackjack,303,4334,736,460,736.7800000000001,2805,23,6.0978260869565215
2166,2020-11-07,ABC,BJ Shoe Hit 17,Blackjack,306,4590,864,5060,780.3000000000001,-14982,23,-2.9608695652173913
2167,2020-10-15,ABC,BJ Shoe Hit 17,Blackjack,308,1680,570,1728,285.6,17740,9,10.266203703703704
2168,2020-10-17,ABC,BJ Shoe Hit 17,Blackjack,311,5700,1020,4830,969.0000000000001,-16758,21,-3.4695652173913043
2169,2020-10-25,ABC,BJ Shoe Hit 17,Blackjack,311,5940,768,748,1009.8000000000001,16830,17,22.5
2170,2020-10-28,ABC,BJ Shoe Hit 17,Blackjack,311,2358,671,110,400.86,1170,5,10.636363636363637
2171,2020-11-17,ABC,BJ Shoe Hit 17,Blackjack,311,2470,590,630,419.90000000000003,-15372,7,-24.4
2172,2020-11-14,ABC,BJ Shoe Hit 17,Blackjack,306,4632,1430,846,787.44,-11441,18,-13.523640661938535
2173,2020-10-19,ABC,BJ Shoe Hit 17,Blackjack,312,1165,102,1376,198.05,-2632,8,-1.9127906976744187
2174,2020-10-16,ABC,BJ Shoe Hit 17,Blackjack,302,4947,954,880,840.99,13915,20,15.8125
2175,2020-10-17,ABC,BJ Shoe Hit 17,Blackjack,306,3507,1024,646,596.19,10472,19,16.210526315789473
2176,2020-10-10,ABC,BJ Shoe Hit 17,Blackjack,311,4374,1679,609,743.58,16813,21,27.607553366174056
2177,2020-11-15,ABC,BJ Shoe Hit 17,Blackjack,312,2415,1344,3960,410.55,-5840,18,-1.4747474747474747
2178,2020-11-14,ABC,BJ Shoe Hit 17,Blackjack,309,5460,928,5130,928.2,13498,19,2.631189083820663
2179,2020-10-04,ABC,BJ Shoe Hit 17,Blackjack,304,2540,936,1512,431.8,-15500,21,-10.251322751322752
2180,2020-10-06,ABC,BJ Shoe Hit 17,Blackjack,312,189,1026,450,32.13,-170,9,-0.37777777777777777
2181,2020-10-27,ABC,BJ Shoe Hit 17,Blackjack,304,2871,300,200,488.07000000000005,3640,4,18.2
2182,2020-10-10,ABC,BJ Shoe Hit 17,Blackjack,206,2360,1536,1872,401.20000000000005,-11280,18,-6.0256410256410255
2183,2020-11-06,ABC,BJ Shoe Hit 17,Blackjack,304,5566,1272,544,946.22,14480,16,26.61764705882353
2184,2020-11-02,ABC,BJ Shoe Hit 17,Blackjack,305,238,988,84,40.46,-724,3,-8.619047619047619
2185,2020-11-04,ABC,BJ Shoe Hit 17,Blackjack,312,496,1272,1170,84.32000000000001,3572,13,3.052991452991453
2186,2020-11-10,ABC,BJ Shoe Hit 17,Blackjack,303,1285,580,1440,218.45000000000002,8503,10,5.904861111111111
2187,2020-11-15,ABC,BJ Shoe Hit 17,Blackjack,307,6096,1725,1872,1036.3200000000002,11260,18,6.014957264957265
2188,2020-10-01,ABC,BJ Shoe Hit 17,Blackjack,308,2088,1540,600,354.96000000000004,-8078,5,-13.463333333333333
2189,2020-10-07,ABC,BJ Shoe Hit 17,Blackjack,206,2450,1022,3060,416.50000000000006,2142,12,0.7
2190,2020-11-16,ABC,BJ Shoe Hit 17,Blackjack,307,4820,59,1092,819.4000000000001,-702,14,-0.6428571428571429
2191,2020-11-11,ABC,BJ Shoe Hit 17,Blackjack,302,1089,60,224,185.13000000000002,8856,2,39.535714285714285
2192,2020-10-10,ABC,BJ Shoe Hit 17,Blackjack,302,5985,1240,2016,1017.45,21428,21,10.628968253968255
2193,2020-10-27,ABC,BJ Shoe Hit 17,Blackjack,307,1248,1365,744,212.16000000000003,952,12,1.2795698924731183
2194,2020-10-31,ABC,BJ Shoe Hit 17,Blackjack,206,2560,1406,2310,435.20000000000005,11235,22,4.863636363636363
2195,2020-10-05,ABC,BJ Shoe Hit 17,Blackjack,309,4528,219,162,769.7600000000001,4380,3,27.037037037037038
2196,2020-11-02,ABC,BJ Shoe Hit 17,Blackjack,303,0,1034,3456,1494.0,-1564,18,-0.4525462962962963
2197,2020-11-04,ABC,BJ Shoe Hit 17,Blackjack,310,1428,444,1482,242.76000000000002,-3150,19,-2.125506072874494
2198,2020-10-21,ABC,BJ Shoe Hit 17,Blackjack,303,0,368,4232,4324.0,-4466,23,-1.0552930056710774
2199,2020-10-13,ABC,BJ Shoe Hit 17,Blackjack,306,360,1197,675,61.2,-17446,15,-25.845925925925926
2200,2020-10-03,ABC,BJ Shoe Hit 17,Blackjack,305,3816,1680,3864,648.72,5040,23,1.3043478260869565
2201,2020-11-12,ABC,BJ Shoe Hit 17,Blackjack,304,1195,275,2700,203.15,5373,10,1.99
2202,2020-10-02,ABC,BJ Shoe Hit 17,Blackjack,309,3961,1449,1386,673.37,-18469,22,-13.325396825396826
2203,2020-10-29,ABC,BJ Shoe Hit 17,Blackjack,311,2470,1072,0,419.90000000000003,6730,0,inf
2204,2020-11-16,ABC,BJ Shoe Hit 17,Blackjack,306,1008,962,1440,171.36,-5880,15,-4.083333333333333
2205,2020-10-16,ABC,BJ Shoe Hit 17,Blackjack,306,4304,1400,2193,731.6800000000001,-6764,17,-3.084359325125399
2206,2020-11-20,ABC,BJ Shoe Hit 17,Blackjack,304,1632,1254,880,277.44,-4332,20,-4.922727272727273
2207,2020-10-31,ABC,BJ Shoe Hit 17,Blackjack,304,2220,1242,3384,377.40000000000003,11707,18,3.45951536643026
2208,2020-10-10,ABC,BJ Shoe Hit 17,Blackjack,305,2256,882,1260,383.52000000000004,-12576,20,-9.980952380952381
2209,2020-11-20,ABC,BJ Shoe Hit 17,Blackjack,302,6090,1008,1530,1035.3000000000002,7072,17,4.622222222222222
2210,2020-11-15,ABC,BJ Shoe Hit 17,Blackjack,306,3325,1491,540,565.25,-13040,18,-24.14814814814815
2211,2020-11-14,ABC,BJ Shoe Hit 17,Blackjack,305,2502,1152,3744,425.34000000000003,1160,24,0.30982905982905984
2212,2020-10-20,ABC,BJ Shoe Hit 17,Blackjack,307,542,1239,702,92.14,-1644,13,-2.341880341880342
2213,2020-11-01,ABC,BJ Shoe Hit 17,Blackjack,309,5896,1679,2736,1002.32,-17280,24,-6.315789473684211
2214,2020-11-19,ABC,BJ Shoe Hit 17,Blackjack,303,990,147,224,168.3,756,2,3.375
2215,2020-10-30,ABC,BJ Shoe Hit 17,Blackjack,309,2788,1092,4560,473.96000000000004,15408,19,3.3789473684210525
2216,2020-11-02,ABC,BJ Shoe Hit 17,Blackjack,307,1320,852,440,224.4,500,10,1.1363636363636365
2217,2020-10-24,ABC,BJ Shoe Hit 17,Blackjack,312,4080,976,3520,693.6,-6909,16,-1.962784090909091
2218,2020-10-09,ABC,BJ Shoe Hit 17,Blackjack,304,4788,928,2508,813.96,741,22,0.29545454545454547
2219,2020-11-14,ABC,BJ Shoe Hit 17,Blackjack,308,6132,1155,2640,1042.44,-8160,22,-3.090909090909091
2220,2020-11-02,ABC,BJ Shoe Hit 17,Blackjack,311,5964,1311,1728,1013.8800000000001,18690,9,10.815972222222221
2221,2020-11-15,ABC,BJ Shoe Hit 17,Blackjack,310,4097,1679,2850,696.49,-15686,19,-5.503859649122807
2222,2020-10-10,ABC,BJ Shoe Hit 17,Blackjack,308,4968,1150,4830,844.5600000000001,20907,23,4.328571428571428
2223,2020-10-30,ABC,BJ Shoe Hit 17,Blackjack,307,3492,1449,1974,593.64,-15768,21,-7.9878419452887535
2224,2020-11-20,ABC,BJ Shoe Hit 17,Blackjack,308,2839,1334,2142,482.63000000000005,19596,17,9.1484593837535
2225,2020-10-17,ABC,BJ Shoe Hit 17,Blackjack,308,3696,1020,1134,628.32,9758,18,8.604938271604938
2226,2020-11-20,ABC,BJ Shoe Hit 17,Blackjack,310,2060,976,529,350.20000000000005,12896,23,24.37807183364839
2227,2020-10-23,ABC,BJ Shoe Hit 17,Blackjack,303,3280,1575,1566,557.6,10387,18,6.6328224776500635
2228,2020-10-23,ABC,BJ Shoe Hit 17,Blackjack,307,4209,880,1026,715.5300000000001,5928,19,5.777777777777778
2229,2020-11-07,ABC,BJ Shoe Hit 17,Blackjack,310,3515,987,792,597.5500000000001,3280,22,4.141414141414141
2230,2020-11-04,ABC,BJ Shoe Hit 17,Blackjack,308,0,290,1200,780.0,-497,5,-0.4141666666666667
2231,2020-11-06,ABC,BJ Shoe Hit 17,Blackjack,302,6264,1606,1260,1064.88,-16700,18,-13.253968253968255
2232,2020-10-29,ABC,BJ Shoe Hit 17,Blackjack,305,2860,196,624,486.20000000000005,4836,4,7.75
2233,2020-10-16,ABC,BJ Shoe Hit 17,Blackjack,307,3434,1311,2772,583.7800000000001,18792,22,6.779220779220779
2234,2020-10-26,ABC,BJ Shoe Hit 17,Blackjack,308,5980,350,594,1016.6,-172,11,-0.2895622895622896
2235,2020-10-28,ABC,BJ Shoe Hit 17,Blackjack,306,0,780,1260,672.0,-1440,12,-1.1428571428571428
2236,2020-11-10,ABC,BJ Shoe Hit 17,Blackjack,312,2376,1320,1056,403.92,1768,16,1.6742424242424243
2237,2020-10-19,ABC,BJ Shoe Hit 17,Blackjack,303,900,1224,0,153.0,-1146,0,-inf
2238,2020-10-27,ABC,BJ Shoe Hit 17,Blackjack,309,2580,900,147,438.6,4110,7,27.959183673469386
2239,2020-10-30,ABC,BJ Shoe Hit 17,Blackjack,303,2502,1207,2835,425.34000000000003,-5832,21,-2.057142857142857
2240,2020-10-04,ABC,BJ Shoe Hit 17,Blackjack,303,4158,1083,5720,706.86,-2682,22,-0.4688811188811189
2241,2020-10-20,ABC,BJ Shoe Hit 17,Blackjack,311,1030,50,2145,175.10000000000002,585,13,0.2727272727272727
2242,2020-10-16,ABC,BJ Shoe Hit 17,Blackjack,303,4620,1512,1320,785.4000000000001,5187,24,3.9295454545454547
2243,2020-10-18,ABC,BJ Shoe Hit 17,Blackjack,307,3912,1386,608,665.0400000000001,-13716,16,-22.55921052631579
2244,2020-10-19,ABC,BJ Shoe Hit 17,Blackjack,311,1469,1702,0,249.73000000000002,7424,0,inf
2245,2020-10-14,ABC,BJ Shoe Hit 17,Blackjack,312,2646,372,484,449.82000000000005,-11040,11,-22.8099173553719
2246,2020-10-12,ABC,BJ Shoe Hit 17,Blackjack,305,3465,610,480,589.0500000000001,-2262,10,-4.7125
2247,2020-10-30,ABC,BJ Shoe Hit 17,Blackjack,206,5418,1330,1840,921.0600000000001,11025,23,5.991847826086956
2248,2020-10-24,ABC,BJ Shoe Hit 17,Blackjack,307,2628,1562,3360,446.76000000000005,11730,24,3.4910714285714284
2249,2020-11-15,ABC,BJ Shoe Hit 17,Blackjack,304,2717,1232,1020,461.89000000000004,15371,17,15.069607843137256
2250,2020-11-08,ABC,BJ Shoe Hit 17,Blackjack,309,6528,1292,3960,1109.76,-399,22,-0.10075757575757575
2251,2020-11-08,ABC,BJ Shoe Hit 17,Blackjack,307,4112,1116,357,699.0400000000001,13400,17,37.53501400560224
2252,2020-10-23,ABC,BJ Shoe Hit 17,Blackjack,312,3728,799,3190,633.76,3179,22,0.996551724137931
2253,2020-10-18,ABC,BJ Shoe Hit 17,Blackjack,306,4541,1560,720,771.97,14202,18,19.725
2254,2020-11-21,ABC,BJ Shoe Hit 17,Blackjack,302,5346,1007,2664,908.82,17195,18,6.45457957957958
2255,2020-10-11,ABC,BJ Shoe Hit 17,Blackjack,310,2793,1140,3648,474.81000000000006,-12730,19,-3.4895833333333335
2256,2020-10-10,ABC,BJ Shoe Hit 17,Blackjack,304,7176,952,3936,1219.92,-19159,24,-4.867632113821138
2257,2020-11-12,ABC,BJ Shoe Hit 17,Blackjack,311,134,720,0,22.78,6216,0,inf
2258,2020-10-04,ABC,BJ Shoe Hit 17,Blackjack,206,3654,752,4465,621.1800000000001,5830,19,1.3057110862262038
2259,2020-10-21,ABC,BJ Shoe Hit 17,Blackjack,310,6279,96,390,1067.43,150,5,0.38461538461538464
2260,2020-11-17,ABC,BJ Shoe Hit 17,Blackjack,302,0,666,0,0.0,5592,0,inf
2261,2020-10-02,ABC,BJ Shoe Hit 17,Blackjack,308,2520,1533,3360,428.40000000000003,17360,16,5.166666666666667
2262,2020-11-20,ABC,BJ Shoe Hit 17,Blackjack,305,3151,810,3036,535.6700000000001,-13644,23,-4.4940711462450595
2263,2020-11-21,ABC,BJ Shoe Hit 17,Blackjack,303,4500,1116,736,765.0,2826,23,3.839673913043478
2264,2020-10-28,ABC,BJ Shoe Hit 17,Blackjack,307,478,1633,1100,81.26,17840,11,16.21818181818182
2265,2020-10-19,ABC,BJ Shoe Hit 17,Blackjack,304,390,689,2376,66.30000000000001,1904,24,0.8013468013468014
2266,2020-11-14,ABC,BJ Shoe Hit 17,Blackjack,304,2205,950,2142,374.85,6426,21,3.0
2267,2020-10-17,ABC,BJ Shoe Hit 17,Blackjack,305,4096,900,1400,696.32,-1856,20,-1.3257142857142856
2268,2020-10-30,ABC,BJ Shoe Hit 17,Blackjack,310,5985,1083,460,1017.45,19540,23,42.47826086956522
2269,2020-10-21,ABC,BJ Shoe Hit 17,Blackjack,206,2210,897,1122,375.70000000000005,-2178,11,-1.9411764705882353
2270,2020-10-12,ABC,BJ Shoe Hit 17,Blackjack,304,2438,893,735,414.46000000000004,6110,21,8.312925170068027
2271,2020-11-01,ABC,BJ Shoe Hit 17,Blackjack,303,2635,1224,1587,447.95000000000005,7350,23,4.631379962192817
2272,2020-11-17,ABC,BJ Shoe Hit 17,Blackjack,312,2496,1050,0,424.32000000000005,748,0,inf
2273,2020-10-14,ABC,BJ Shoe Hit 17,Blackjack,304,1760,423,1113,299.20000000000005,875,21,0.7861635220125787
2274,2020-10-06,ABC,BJ Shoe Hit 17,Blackjack,206,242,799,585,41.14,2450,5,4.188034188034188
2275,2020-11-14,ABC,BJ Shoe Hit 17,Blackjack,311,3450,1360,3655,586.5,-900,17,-0.24623803009575923
2276,2020-10-17,ABC,BJ Shoe Hit 17,Blackjack,312,3632,1105,3040,617.44,-14915,20,-4.90625
2277,2020-10-30,ABC,BJ Shoe Hit 17,Blackjack,304,4136,1007,440,703.12,-4288,22,-9.745454545454546
2278,2020-11-19,ABC,BJ Shoe Hit 17,Blackjack,307,1834,1178,150,311.78000000000003,2618,3,17.453333333333333
2279,2020-10-29,ABC,BJ Shoe Hit 17,Blackjack,312,1544,1407,164,262.48,4654,1,28.378048780487806
2280,2020-11-19,ABC,BJ Shoe Hit 17,Blackjack,310,804,594,200,136.68,-2160,2,-10.8
2281,2020-11-13,ABC,BJ Shoe Hit 17,Blackjack,306,3080,1452,968,523.6,-7986,22,-8.25
2282,2020-10-10,ABC,BJ Shoe Hit 17,Blackjack,309,4097,1344,966,696.49,9440,23,9.772256728778467
2283,2020-10-14,ABC,BJ Shoe Hit 17,Blackjack,307,225,576,0,38.25,-4046,0,-inf
2284,2020-10-28,ABC,BJ Shoe Hit 17,Blackjack,206,1976,60,1320,335.92,687,11,0.5204545454545455
2285,2020-10-18,ABC,BJ Shoe Hit 17,Blackjack,308,5600,1044,1102,952.0000000000001,-7194,19,-6.528130671506352
2286,2020-10-09,ABC,BJ Shoe Hit 17,Blackjack,311,5859,1007,1716,996.0300000000001,19280,22,11.235431235431236
2287,2020-10-07,ABC,BJ Shoe Hit 17,Blackjack,311,1848,67,3240,314.16,1620,20,0.5
2288,2020-10-16,ABC,BJ Shoe Hit 17,Blackjack,305,1760,848,578,299.20000000000005,-16920,17,-29.273356401384085
2289,2020-11-08,ABC,BJ Shoe Hit 17,Blackjack,201,4326,1608,1802,735.4200000000001,11856,17,6.5793562708102105
2290,2020-10-19,ABC,BJ Shoe Hit 17,Blackjack,307,4140,300,210,703.8000000000001,11544,1,54.97142857142857
2291,2020-10-21,ABC,BJ Shoe Hit 17,Blackjack,307,237,138,1449,40.290000000000006,-9451,21,-6.522429261559696
2292,2020-10-28,ABC,BJ Shoe Hit 17,Blackjack,304,1644,1155,2068,279.48,10080,22,4.8742746615087045
2293,2020-10-25,ABC,BJ Shoe Hit 17,Blackjack,309,3800,1560,703,646.0,5985,19,8.513513513513514
2294,2020-11-06,ABC,BJ Shoe Hit 17,Blackjack,201,2656,1584,931,451.52000000000004,928,19,0.9967776584317938
2295,2020-11-05,ABC,BJ Shoe Hit 17,Blackjack,311,890,880,0,151.3,-9840,0,-inf
2296,2020-10-11,ABC,BJ Shoe Hit 17,Blackjack,206,4272,1113,3404,726.24,-1060,23,-0.31139835487661577
2297,2020-10-11,ABC,BJ Shoe Hit 17,Blackjack,305,5544,1340,3772,942.48,15861,23,4.204931071049841
2298,2020-10-24,ABC,BJ Shoe Hit 17,Blackjack,306,4068,1152,2254,691.5600000000001,-19297,23,-8.561224489795919
2299,2020-10-14,ABC,BJ Shoe Hit 17,Blackjack,311,4066,1102,55,691.22,-7287,1,-132.4909090909091
2300,2020-10-04,ABC,BJ Shoe Hit 17,Blackjack,302,2856,1152,693,485.52000000000004,1026,21,1.4805194805194806
